,user_id,institution,account_type,credit_type,total_credit_payments,payment_frequency,amount_to_pay_next_payment,account_opening_date,account_closing_date,maximum_credit_amount,current_balance,credit_limit,past_due_balance,number_of_payments_due,worst_delinquency,worst_delinquency_date,worst_delinquency_past_due_balance
21,1,MERCANCIA PARA HOGAR Y OFICINA,Sin Limite Preestablecido,Credito Personal al Consumo,0.0,Semanal,0.0,2009-09-22,,0.0,0.0,0.0,0.0,0.0,11.0,2011-03-01,1196.0
22,1,SERVICIOS,Sin Limite Preestablecido,Otros (Multiples Creditos),1.0,Mensual,0.0,2006-08-16,,731.0,0.0,0.0,0.0,0.0,0.0,2011-03-01,0.0
23,1,HIPOTECAGOBIERNO,Hipoteca,Bienes Raices,360.0,Mensual,4927.0,2004-05-18,,247552.0,638283.0,247552.0,146083.0,0.0,0.0,2011-03-01,0.0
24,2,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Prestamo Personal ,80.0,Semanal,400.0,2017-05-12,,16000.0,13400.0,0.0,200.0,10.0,2.0,2017-06-30,408.0
25,2,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Prestamo Personal ,80.0,Semanal,60.0,2017-05-12,,2400.0,2010.0,0.0,30.0,10.0,2.0,2017-06-30,61.0
26,2,MERCANCIA PARA HOGAR Y OFICINA,Credito Prendario,Prestamo Personal ,0.0,Semanal,0.0,2017-07-01,2017-07-29,3418.0,0.0,0.0,0.0,0.0,0.0,,0.0
27,2,MERCANCIA PARA HOGAR Y OFICINA,Credito Prendario,Prestamo Personal ,0.0,Semanal,0.0,2017-07-05,2017-07-29,1476.0,0.0,0.0,0.0,0.0,0.0,,0.0
28,2,MERCANCIA PARA HOGAR Y OFICINA,Credito Prendario,Prestamo Personal ,0.0,Semanal,855.0,2017-07-29,,3418.0,3418.0,0.0,0.0,0.0,0.0,,0.0
29,2,MERCANCIA PARA HOGAR Y OFICINA,Credito Prendario,Prestamo Personal ,0.0,Semanal,369.0,2017-07-29,,1476.0,1476.0,0.0,0.0,0.0,0.0,,0.0
30,2,BANCO,Pagos Fijos,Prestamo Personal ,1.0,Mensual,0.0,2016-01-18,2016-04-01,1475.0,0.0,1475.0,0.0,0.0,0.0,,0.0
31,2,BANCO,Pagos Fijos,Prestamo Personal ,1.0,Mensual,0.0,2014-08-06,2014-08-26,876.0,0.0,876.0,0.0,0.0,0.0,,0.0
32,3,BANCO,Pagos Fijos,Préstamo de Nomina,72.0,Quincenal,366.0,2012-07-01,,25135.0,15290.0,25000.0,0.0,0.0,0.0,,0.0
33,3,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,14350.0,2011-04-12,,20650.0,14350.0,14350.0,14350.0,0.0,0.0,,0.0
34,4,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2012-05-28,2016-06-22,16469.0,0.0,0.0,6852.0,0.0,0.0,,0.0
35,4,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2012-05-28,2016-01-31,8725.0,0.0,12500.0,0.0,0.0,0.0,,0.0
36,4,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2012-05-01,2015-06-10,37543.0,0.0,30000.0,11634.0,0.0,0.0,,0.0
37,4,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2012-09-01,2014-10-27,0.0,0.0,48000.0,0.0,0.0,0.0,,0.0
38,4,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2012-05-28,2014-09-30,8084.0,0.0,12500.0,0.0,0.0,0.0,,0.0
39,4,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2012-05-01,2013-06-30,19275.0,0.0,1.0,0.0,0.0,0.0,,0.0
40,5,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Credito al Consumo,26.0,Semanal,0.0,2004-05-31,2004-10-10,4598.0,0.0,0.0,0.0,0.0,0.0,,0.0
41,5,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Arrendamiento,52.0,Semanal,0.0,2011-07-25,2012-05-26,6143.0,0.0,0.0,0.0,0.0,0.0,,0.0
42,5,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Linea de Credito,52.0,Semanal,0.0,2011-09-25,2012-05-26,3648.0,0.0,0.0,0.0,5.0,1.0,2011-10-16,70.0
43,5,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Linea de Credito,52.0,Semanal,895.0,2012-09-20,,4317.0,895.0,0.0,895.0,96.0,11.0,2014-02-06,1790.0
44,5,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Arrendamiento,100.0,Semanal,8263.0,2012-10-06,,13400.0,8263.0,0.0,8263.0,96.0,84.0,2015-02-14,8263.0
45,5,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Linea de Credito,50.0,Semanal,0.0,2008-01-12,2008-03-31,1300.0,0.0,1300.0,0.0,0.0,10.0,2008-03-29,1216.0
46,5,TELEFONIA CELULAR,Revolvente,Linea de Credito,0.0,Mensual,698.0,2015-03-14,,698.0,698.0,1000.0,698.0,15.0,6.0,2016-07-31,698.0
47,5,MERCANCIA PARA HOGAR Y OFICINA,Sin Limite Preestablecido,Credito Personal al Consumo,0.0,Semanal,0.0,2006-03-29,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
48,5,HIPOTECAGOBIERNO,Hipoteca,Bienes Raices,360.0,Mensual,1805.0,1998-12-30,,141384.0,224370.0,141384.0,3743.0,0.0,0.0,,0.0
49,5,SERVICIOS,Sin Limite Preestablecido,Otros (Multiples Creditos),1.0,Mensual,0.0,2010-01-16,2016-02-29,4.0,0.0,0.0,0.0,0.0,0.0,,0.0
50,5,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,1.0,Mensual,0.0,2015-01-30,2015-02-09,7390.0,0.0,7390.0,0.0,0.0,0.0,,0.0
51,5,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,1.0,Mensual,0.0,2015-01-29,2015-02-09,2463.0,0.0,2463.0,0.0,0.0,0.0,,0.0
52,5,BANCO,Pagos Fijos,Linea de Credito,0.0,Mensual,0.0,2014-09-11,2015-01-28,12453.0,0.0,12.0,10284.0,0.0,0.0,,0.0
53,5,MICROFINANCIERA,Pagos Fijos,Prestamo Personal ,36.0,Mensual,0.0,2011-11-25,2013-04-05,20000.0,0.0,0.0,0.0,0.0,0.0,,0.0
54,5,MICROFINANCIERA,Pagos Fijos,Prestamo Personal ,7.0,Mensual,0.0,2011-05-04,2011-11-22,4800.0,0.0,0.0,0.0,0.0,0.0,,0.0
55,5,MICROFINANCIERA,Pagos Fijos,Prestamo Personal ,6.0,Mensual,0.0,2011-01-31,2011-07-30,2000.0,0.0,0.0,0.0,0.0,0.0,,0.0
56,5,MICROFINANCIERA,Pagos Fijos,Prestamo Personal ,6.0,Mensual,0.0,2010-11-04,2011-05-04,4000.0,0.0,0.0,0.0,0.0,0.0,,0.0
57,6,TELEFONIA CELULAR,Revolvente,Linea de Credito,0.0,Mensual,0.0,2013-07-05,2017-06-30,784.0,0.0,1197.0,0.0,0.0,0.0,,0.0
58,6,CIA Q  OTORGA,Sin Limite Preestablecido,Tarjeta de Credito,0.0,Mensual,0.0,2014-12-10,,19544.0,5366.0,0.0,0.0,0.0,0.0,,0.0
59,6,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2014-05-08,,47497.0,37429.0,39000.0,0.0,0.0,0.0,,0.0
60,6,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2014-08-29,,19420.0,10217.0,18300.0,0.0,0.0,0.0,,0.0
61,6,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,2157.0,2014-05-06,,33695.0,32809.0,31000.0,0.0,0.0,0.0,,0.0
62,6,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,199.0,2016-01-13,,2769.0,0.0,10000.0,0.0,0.0,0.0,,0.0
63,6,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,1960.0,2016-04-22,,25000.0,24661.0,25000.0,0.0,0.0,0.0,,0.0
64,6,AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,48.0,Mensual,298.0,2015-09-23,,9651.0,299.0,0.0,298.0,0.0,0.0,,0.0
65,6,AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,48.0,Mensual,17074.0,2015-09-23,,628448.0,15202.0,0.0,15201.0,0.0,0.0,,0.0
66,6,SERVICIOS,Sin Limite Preestablecido,Otros (Multiples Creditos),1.0,Mensual,0.0,2015-09-25,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
67,6,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2015-02-09,,69584.0,73986.0,72000.0,0.0,0.0,0.0,,0.0
68,6,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2009-11-01,,12593.0,11378.0,12000.0,0.0,0.0,0.0,,0.0
69,6,BANCO,Pagos Fijos,Prestamo Personal ,24.0,Mensual,0.0,2014-09-01,2016-10-17,40928.0,0.0,40928.0,0.0,0.0,0.0,,0.0
70,6,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2009-11-03,2015-11-30,13493.0,0.0,10000.0,0.0,0.0,0.0,,0.0
71,6,COBRANZA,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2004-03-07,2012-04-30,10831.0,0.0,12800.0,0.0,0.0,0.0,,0.0
72,6,TIENDA COMERCIAL,Revolvente,Linea de Credito,0.0,Mensual,0.0,2008-07-26,2011-12-29,16304.0,0.0,14000.0,0.0,0.0,0.0,,0.0
73,7,MERCANCIA PARA LA CONSTRUCCION,Pagos Fijos,Prestamo Personal ,52.0,Semanal,394.0,2016-06-26,,20488.0,6304.0,0.0,0.0,15.0,8.0,2016-11-13,3165.0
74,7,MERCANCIA PARA LA CONSTRUCCION,Pagos Fijos,Prestamo Personal ,52.0,Semanal,0.0,2016-06-26,2016-07-08,1040.0,0.0,0.0,0.0,0.0,0.0,,0.0
75,7,AUTOMOTRIZ,Pagos Fijos,Compra de Automovil,48.0,Mensual,220130.0,2016-01-15,,310921.0,220130.0,0.0,220130.0,0.0,0.0,,0.0
76,7,BANCOS,Pagos Fijos,Otros (Multiples Creditos),60.0,Mensual,666.0,2015-07-03,,17000.0,15244.0,0.0,0.0,0.0,0.0,,0.0
77,7,TELEFONIA CELULAR,Revolvente,Linea de Credito,0.0,Mensual,507.0,2016-02-03,,964.0,507.0,1497.0,0.0,0.0,0.0,,0.0
78,7,SERVICIO DE TELEVISION DE PAGA,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,400.0,2015-06-13,,450.0,400.0,0.0,0.0,0.0,0.0,,0.0
79,7,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,5008.0,2015-12-04,,54823.0,54037.0,52600.0,0.0,0.0,0.0,,0.0
80,7,AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,36.0,Mensual,6163.0,2016-01-08,,215705.0,160678.0,215705.0,18929.0,0.0,0.0,,0.0
81,7,BANCO,Pagos Fijos,Préstamo de Nomina,60.0,Mensual,899.0,2016-01-01,,30000.0,25995.0,30000.0,0.0,0.0,0.0,,0.0
82,7,AUTOMOTRIZ,Pagos Fijos,Compra de Automovil,48.0,Mensual,4747.0,2016-02-23,,172413.0,170763.0,0.0,24136.0,0.0,0.0,,0.0
83,7,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2006-03-12,2012-02-29,2570.0,0.0,2000.0,0.0,0.0,0.0,,0.0
84,8,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,977.0,2011-04-29,,977.0,977.0,7203.0,977.0,5.0,13.0,2017-01-31,977.0
85,8,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,1814.0,2011-12-15,,1814.0,1814.0,7203.0,1814.0,7.0,13.0,2017-01-31,1814.0
86,8,MERCANCIA PARA HOGAR Y OFICINA,Sin Limite Preestablecido,Credito Personal al Consumo,0.0,Semanal,0.0,2011-05-14,,0.0,0.0,0.0,0.0,0.0,14.0,2012-01-21,1217.0
87,8,TELEFONIA LOCAL Y DE LARGA DISTANCIA,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,5827.0,2015-12-26,,5827.0,5827.0,0.0,5827.0,14.0,13.0,2017-05-31,5827.0
88,8,FINANCIERA,Pagos Fijos,Prestamo Personal ,4.0,Quincenal,1186.0,2013-11-01,,2116.0,3707.0,0.0,3707.0,0.0,0.0,,0.0
89,9,VENTA POR CATALOGO,Pagos Fijos,Credito al Consumo,65.0,Semanal,0.0,2003-09-27,2005-04-05,8775.0,0.0,0.0,0.0,0.0,0.0,,0.0
90,9,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,8216.0,2013-10-12,,8216.0,8216.0,15906.0,8216.0,15.0,0.0,,0.0
91,9,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,1575.0,2013-06-19,,1575.0,1575.0,15906.0,1575.0,15.0,0.0,,0.0
92,9,TIENDA COMERCIAL,Pagos Fijos,Linea de Credito,18.0,Mensual,18997.0,2015-04-24,,18997.0,18997.0,15906.0,18997.0,21.0,0.0,,0.0
93,9,BANCOS,Pagos Fijos,Prestamo Personal ,12.0,Mensual,0.0,2013-09-30,2014-12-30,8800.0,0.0,8800.0,12473.0,14.0,6.0,2014-12-31,12473.0
94,9,TIENDA COMERCIAL,Pagos Fijos,Linea de Credito,18.0,Mensual,10864.0,2015-01-31,,10864.0,10864.0,15906.0,10864.0,22.0,0.0,,0.0
95,9,TIENDA COMERCIAL,Revolvente,Prestamo Personal ,0.0,Mensual,12221.0,2013-07-23,,12221.0,12221.0,15906.0,12221.0,15.0,0.0,,0.0
96,9,BANCOS,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2012-01-20,2014-07-18,10087.0,0.0,10100.0,0.0,4.0,4.0,2014-06-30,4755.0
97,9,BANCOS,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2014-07-18,2015-04-29,13101.0,0.0,13101.0,7070.0,8.0,6.0,2015-04-30,7070.0
98,9,TELEFONIA LOCAL Y DE LARGA DISTANCIA,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2011-11-09,,0.0,0.0,0.0,0.0,0.0,13.0,2015-09-30,1809.0
99,10,GOBIERNO,Pagos Fijos,Credito Fiscal,1.0,Mensual,0.0,2014-08-23,2017-02-21,0.0,0.0,0.0,0.0,7.0,13.0,2016-07-31,2523.0
100,10,AUTOMOTRIZ,Pagos Fijos,Compra de Automovil,30.0,Mensual,11327.0,2017-05-15,,356115.0,294506.0,356115.0,0.0,0.0,0.0,,0.0
101,10,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,786.0,2011-08-06,,6035.0,0.0,10000.0,0.0,0.0,0.0,,0.0
102,10,TIENDA COMERCIAL,Revolvente,Linea de Credito,0.0,Mensual,1043.0,2009-06-20,,10767.0,5192.0,7000.0,0.0,0.0,0.0,,0.0
103,10,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2017-03-22,,20000.0,0.0,20000.0,0.0,0.0,0.0,,0.0
104,10,CIA Q  OTORGA,Sin Limite Preestablecido,Tarjeta de Credito,0.0,Mensual,0.0,2017-07-21,,13628.0,2232.0,0.0,0.0,0.0,0.0,,0.0
105,10,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,1337.0,2013-09-25,,3106.0,0.0,2500.0,0.0,0.0,0.0,,0.0
106,10,TIENDA COMERCIAL,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2006-11-21,,1320.0,0.0,1.0,0.0,0.0,0.0,,0.0
107,10,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2017-08-14,,257.0,0.0,1000.0,0.0,0.0,0.0,,0.0
108,10,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2017-08-14,,625.0,0.0,1000.0,0.0,0.0,0.0,,0.0
109,10,SERVICIOS,Sin Limite Preestablecido,Otros (Multiples Creditos),1.0,Mensual,0.0,2012-07-20,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
110,10,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2010-11-01,2017-03-31,12957.0,0.0,10100.0,0.0,0.0,0.0,,0.0
111,10,SERVICIOS,Sin Limite Preestablecido,Otros (Multiples Creditos),1.0,Mensual,0.0,2013-09-14,2016-02-18,600.0,0.0,740.0,0.0,0.0,0.0,,0.0
112,10,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2012-12-06,2016-02-29,2556.0,0.0,1500.0,0.0,0.0,0.0,,0.0
113,10,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2012-04-26,2014-11-30,4539.0,0.0,300.0,0.0,0.0,0.0,,0.0
114,10,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2009-01-05,2013-06-30,2357.0,0.0,750.0,0.0,0.0,0.0,,0.0
115,11,COMUNICACIONES,Revolvente,Linea de Credito,0.0,Mensual,0.0,2013-04-24,,3035.0,0.0,2200.0,0.0,0.0,0.0,,0.0
116,11,TIENDA COMERCIAL,Revolvente,Tarjeta de Credito,0.0,Mensual,4360.0,2015-09-26,,56310.0,50638.0,55000.0,0.0,0.0,0.0,,0.0
117,11,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,2302.0,2013-12-31,,1978.0,0.0,20000.0,0.0,0.0,0.0,,0.0
118,11,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2017-06-08,,0.0,0.0,49999.0,0.0,0.0,0.0,,0.0
119,11,TIENDA COMERCIAL,Revolvente,Linea de Credito,0.0,Mensual,7368.0,2016-10-30,,78056.0,74158.0,72000.0,0.0,0.0,0.0,,0.0
120,11,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,399.0,2015-03-20,,1395.0,399.0,10000.0,0.0,0.0,0.0,,0.0
121,11,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2016-08-10,,20916.0,16983.0,18000.0,0.0,0.0,0.0,,0.0
122,11,CIA Q  OTORGA,Sin Limite Preestablecido,Tarjeta de Credito,0.0,Mensual,10918.0,2013-11-21,,84662.0,42797.0,0.0,0.0,0.0,0.0,,0.0
123,11,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,6032.0,2015-11-27,,154908.0,153771.0,148500.0,0.0,0.0,0.0,,0.0
124,11,BANCO,Pagos Fijos,Linea de Credito,120.0,Mensual,0.0,2014-12-30,2016-04-30,164320.0,0.0,216600.0,0.0,0.0,0.0,,0.0
125,11,BANCO,Pagos Fijos,Linea de Credito,12.0,Mensual,0.0,2014-03-24,2016-01-31,5000.0,0.0,5000.0,0.0,0.0,0.0,,0.0
126,12,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Prestamo Garantizado,12.0,Catorcenal,0.0,2016-01-22,2016-07-07,15000.0,0.0,15000.0,0.0,1.0,1.0,2016-03-07,110.0
127,12,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Prestamo Garantizado,12.0,Catorcenal,0.0,2016-07-07,2016-12-09,19000.0,0.0,15000.0,0.0,0.0,0.0,,0.0
128,12,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Prestamo Garantizado,16.0,Catorcenal,0.0,2016-12-09,2017-07-21,19000.0,0.0,19000.0,0.0,0.0,0.0,,0.0
129,12,COMUNICACIONES,Revolvente,Linea de Credito,0.0,Mensual,0.0,2016-12-28,,1045.0,0.0,1647.0,0.0,0.0,0.0,,0.0
130,12,SERVICIO DE TELEVISION DE PAGA,Sin Limite Preestablecido,Otros (Multiples Creditos),1.0,Mensual,0.0,2017-03-30,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
131,12,TELEFONIA LOCAL Y DE LARGA DISTANCIA,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2017-03-23,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
132,12,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,138.0,2016-12-19,,5000.0,1328.0,5000.0,0.0,0.0,0.0,,0.0
133,12,FINANCIERA,Pagos Fijos,Prestamo Personal ,52.0,Semanal,0.0,2016-11-23,2017-11-24,16740.0,0.0,16740.0,0.0,0.0,0.0,,0.0
134,12,COMUNICACIONES,Revolvente,Linea de Credito,3.0,Mensual,0.0,2015-12-09,2016-03-18,349.0,0.0,100.0,0.0,6.0,0.0,,0.0
135,13,SERVICIOS,Hipoteca,Hipotecario O Vivienda,360.0,Mensual,1101.0,2008-10-09,,145075.0,214381.0,145075.0,884.0,4.0,1.0,2017-09-30,1092.0
136,13,BANCO,Pagos Fijos,Compra de Automovil,48.0,Mensual,0.0,2010-12-02,2014-12-26,194968.0,0.0,0.0,0.0,0.0,0.0,,0.0
137,13,BANCOS,Pagos Fijos,Prestamo Personal ,10.0,Catorcenal,0.0,2014-08-18,2015-03-20,9001.0,0.0,9001.0,0.0,0.0,0.0,,0.0
138,13,CIA Q  OTORGA,Sin Limite Preestablecido,Tarjeta de Credito,0.0,Mensual,0.0,2018-02-14,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
139,13,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,1015.0,2000-12-04,,6756.0,0.0,1400.0,0.0,1.0,0.0,,0.0
140,13,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2005-09-01,2018-01-10,123242.0,0.0,82500.0,61234.0,8.0,0.0,,0.0
141,13,BANCO,Pagos Fijos,Linea de Credito,36.0,Mensual,3367.0,2017-03-24,,70000.0,58463.0,0.0,0.0,2.0,0.0,,0.0
142,13,BANCO,Pagos Fijos,Compra de Automovil,36.0,Mensual,10583.0,2016-09-01,,312900.0,192089.0,0.0,0.0,0.0,0.0,,0.0
143,13,BANCO,Pagos Fijos,Prestamo Personal ,48.0,Mensual,3679.0,2016-09-01,,102320.0,76650.0,102320.0,0.0,0.0,0.0,,0.0
144,13,FINANCIERA,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2007-08-01,2018-01-31,24568.0,0.0,15000.0,0.0,7.0,0.0,,0.0
145,13,SERVICIOS,Revolvente,Otros (Multiples Creditos),0.0,Mensual,0.0,2002-02-06,,11980.0,786.0,11980.0,0.0,0.0,0.0,,0.0
146,13,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2011-11-13,2017-01-31,929.0,0.0,20000.0,0.0,3.0,0.0,,0.0
147,13,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2009-10-07,2016-11-30,876.0,0.0,20000.0,0.0,0.0,0.0,,0.0
148,13,SERVICIOS,Pagos Fijos,Otros (Multiples Creditos),0.0,Quincenal,0.0,2015-05-08,2016-11-04,15904.0,0.0,0.0,0.0,4.0,0.0,,0.0
149,13,BANCO,Pagos Fijos,Linea de Credito,36.0,Mensual,0.0,2016-01-05,2016-08-05,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0
150,13,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2007-08-01,2016-08-10,15817.0,0.0,15000.0,0.0,0.0,0.0,,0.0
