,user_id,total_credit_payments,amount_to_pay_next_payment,maximum_credit_amount,current_balance,credit_limit,past_due_balance,number_of_payments_due,worst_delinquency,worst_delinquency_past_due_balance
100,10,30.0,11327.0,356115.0,294506.0,356115.0,0.0,0.0,0.0,0.0
101,10,0.0,786.0,6035.0,0.0,10000.0,0.0,0.0,0.0,0.0
102,10,0.0,1043.0,10767.0,5192.0,7000.0,0.0,0.0,0.0,0.0
103,10,0.0,0.0,20000.0,0.0,20000.0,0.0,0.0,0.0,0.0
104,10,0.0,0.0,13628.0,2232.0,0.0,0.0,0.0,0.0,0.0
105,10,0.0,1337.0,3106.0,0.0,2500.0,0.0,0.0,0.0,0.0
106,10,0.0,0.0,1320.0,0.0,1.0,0.0,0.0,0.0,0.0
107,10,0.0,0.0,257.0,0.0,1000.0,0.0,0.0,0.0,0.0
108,10,0.0,0.0,625.0,0.0,1000.0,0.0,0.0,0.0,0.0
109,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,10,0.0,0.0,12957.0,0.0,10100.0,0.0,0.0,0.0,0.0
111,10,1.0,0.0,600.0,0.0,740.0,0.0,0.0,0.0,0.0
112,10,0.0,0.0,2556.0,0.0,1500.0,0.0,0.0,0.0,0.0
113,10,0.0,0.0,4539.0,0.0,300.0,0.0,0.0,0.0,0.0
114,10,0.0,0.0,2357.0,0.0,750.0,0.0,0.0,0.0,0.0
115,11,0.0,0.0,3035.0,0.0,2200.0,0.0,0.0,0.0,0.0
116,11,0.0,4360.0,56310.0,50638.0,55000.0,0.0,0.0,0.0,0.0
117,11,0.0,2302.0,1978.0,0.0,20000.0,0.0,0.0,0.0,0.0
118,11,0.0,0.0,0.0,0.0,49999.0,0.0,0.0,0.0,0.0
119,11,0.0,7368.0,78056.0,74158.0,72000.0,0.0,0.0,0.0,0.0
120,11,0.0,399.0,1395.0,399.0,10000.0,0.0,0.0,0.0,0.0
121,11,0.0,0.0,20916.0,16983.0,18000.0,0.0,0.0,0.0,0.0
122,11,0.0,10918.0,84662.0,42797.0,0.0,0.0,0.0,0.0,0.0
123,11,0.0,6032.0,154908.0,153771.0,148500.0,0.0,0.0,0.0,0.0
124,11,120.0,0.0,164320.0,0.0,216600.0,0.0,0.0,0.0,0.0
125,11,12.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0
126,12,12.0,0.0,15000.0,0.0,15000.0,0.0,1.0,1.0,110.0
127,12,12.0,0.0,19000.0,0.0,15000.0,0.0,0.0,0.0,0.0
128,12,16.0,0.0,19000.0,0.0,19000.0,0.0,0.0,0.0,0.0
129,12,0.0,0.0,1045.0,0.0,1647.0,0.0,0.0,0.0,0.0
130,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,12,0.0,138.0,5000.0,1328.0,5000.0,0.0,0.0,0.0,0.0
133,12,52.0,0.0,16740.0,0.0,16740.0,0.0,0.0,0.0,0.0
134,12,3.0,0.0,349.0,0.0,100.0,0.0,6.0,0.0,0.0
135,13,360.0,1101.0,145075.0,214381.0,145075.0,884.0,4.0,1.0,1092.0
136,13,48.0,0.0,194968.0,0.0,0.0,0.0,0.0,0.0,0.0
137,13,10.0,0.0,9001.0,0.0,9001.0,0.0,0.0,0.0,0.0
138,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,13,0.0,1015.0,6756.0,0.0,1400.0,0.0,1.0,0.0,0.0
140,13,0.0,0.0,123242.0,0.0,82500.0,61234.0,8.0,0.0,0.0
141,13,36.0,3367.0,70000.0,58463.0,0.0,0.0,2.0,0.0,0.0
142,13,36.0,10583.0,312900.0,192089.0,0.0,0.0,0.0,0.0,0.0
143,13,48.0,3679.0,102320.0,76650.0,102320.0,0.0,0.0,0.0,0.0
144,13,0.0,0.0,24568.0,0.0,15000.0,0.0,7.0,0.0,0.0
145,13,0.0,0.0,11980.0,786.0,11980.0,0.0,0.0,0.0,0.0
146,13,0.0,0.0,929.0,0.0,20000.0,0.0,3.0,0.0,0.0
147,13,0.0,0.0,876.0,0.0,20000.0,0.0,0.0,0.0,0.0
148,13,0.0,0.0,15904.0,0.0,0.0,0.0,4.0,0.0,0.0
149,13,36.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
150,13,0.0,0.0,15817.0,0.0,15000.0,0.0,0.0,0.0,0.0
151,13,0.0,0.0,648.0,0.0,2.0,0.0,3.0,0.0,0.0
152,13,0.0,0.0,648.0,0.0,2.0,0.0,0.0,0.0,0.0
153,13,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,13,18.0,0.0,184165.0,0.0,184165.0,0.0,1.0,0.0,0.0
155,13,72.0,0.0,2200.0,0.0,2200.0,0.0,0.0,0.0,0.0
156,13,0.0,0.0,43298.0,0.0,19400.0,0.0,6.0,0.0,0.0
157,13,36.0,0.0,34500.0,0.0,34500.0,0.0,2.0,0.0,0.0
158,13,0.0,0.0,59857.0,0.0,56000.0,0.0,5.0,0.0,0.0
159,13,0.0,0.0,48116.0,0.0,40100.0,0.0,7.0,0.0,0.0
160,13,48.0,9452.0,453527.0,0.0,0.0,0.0,0.0,0.0,0.0
161,14,0.0,37537.0,8715.0,37537.0,3500.0,37536.0,24.0,13.0,37537.0
162,14,0.0,6390.0,22829.0,21840.0,21840.0,21840.0,0.0,0.0,0.0
163,14,0.0,1030.0,19652.0,15528.0,15000.0,9140.0,0.0,0.0,0.0
164,14,0.0,1210.0,22073.0,17337.0,15000.0,10350.0,0.0,0.0,0.0
165,14,0.0,23210.0,23210.0,23210.0,20000.0,23210.0,0.0,0.0,0.0
166,14,90.0,36223.0,39900.0,36223.0,39900.0,36223.0,0.0,0.0,0.0
167,14,0.0,0.0,18985.0,0.0,20000.0,0.0,0.0,0.0,0.0
168,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
169,15,12.0,3879.0,30786.0,4655.0,0.0,4655.0,9.0,13.0,4655.0
170,15,1.0,2546.0,1501.0,2546.0,0.0,2546.0,12.0,13.0,2546.0
171,15,0.0,1699.0,1699.0,1699.0,0.0,1699.0,23.0,13.0,1699.0
172,15,0.0,1838.0,1838.0,1838.0,0.0,1838.0,17.0,13.0,12447.0
173,15,0.0,3289.0,3605.0,3289.0,2.0,0.0,6.0,0.0,0.0
174,15,0.0,0.0,971.0,0.0,10000.0,0.0,15.0,0.0,0.0
175,15,1.0,0.0,1501.0,0.0,1501.0,0.0,1.0,0.0,0.0
176,16,0.0,0.0,1364.0,0.0,1364.0,0.0,45.0,52.0,1364.0
177,16,0.0,0.0,7128.0,0.0,6400.0,7128.0,6.0,6.0,7128.0
178,16,0.0,0.0,874.0,0.0,10000.0,0.0,0.0,0.0,0.0
179,17,12.0,0.0,13435.0,0.0,0.0,0.0,0.0,0.0,0.0
180,17,12.0,0.0,23456.0,0.0,0.0,0.0,0.0,0.0,0.0
181,17,39.0,0.0,8580.0,0.0,0.0,0.0,0.0,0.0,0.0
182,17,52.0,0.0,18257.0,0.0,0.0,0.0,0.0,2.0,702.0
183,17,0.0,0.0,268.0,0.0,740.0,0.0,0.0,0.0,0.0
184,17,0.0,2545.0,2617.0,0.0,10000.0,0.0,0.0,0.0,0.0
185,17,59.0,121927.0,93000.0,121927.0,0.0,121927.0,0.0,0.0,0.0
186,17,0.0,24686.0,61438.0,61438.0,39000.0,20774.0,0.0,0.0,0.0
187,17,0.0,34375.0,34376.0,34375.0,21500.0,34375.0,0.0,0.0,0.0
188,17,0.0,0.0,0.0,49879.0,0.0,0.0,0.0,0.0,0.0
189,17,1.0,0.0,46231.0,0.0,0.0,0.0,0.0,0.0,0.0
190,17,0.0,0.0,2731.0,0.0,4950.0,0.0,0.0,0.0,0.0
191,17,0.0,0.0,7591.0,0.0,6000.0,0.0,0.0,0.0,0.0
192,18,12.0,0.0,43513.0,0.0,0.0,0.0,0.0,0.0,0.0
193,18,16.0,467.0,6143.0,2996.0,0.0,0.0,0.0,0.0,0.0
194,18,72.0,46319.0,47000.0,46319.0,0.0,46319.0,0.0,0.0,0.0
195,18,360.0,3772.0,354721.0,456370.0,354721.0,52803.0,0.0,0.0,0.0
196,18,15.0,1460.0,26283.0,17897.0,0.0,13526.0,0.0,0.0,0.0
197,18,18.0,360.0,6472.0,3326.0,0.0,1888.0,0.0,0.0,0.0
198,18,43.0,1132.0,11110.0,132075.0,0.0,132075.0,0.0,0.0,0.0
199,18,1.0,594.0,317.0,594.0,740.0,594.0,0.0,0.0,0.0
200,18,0.0,0.0,5659.0,0.0,5700.0,7533.0,0.0,0.0,0.0
201,18,16.0,0.0,9066.0,0.0,0.0,0.0,0.0,0.0,0.0
202,18,16.0,0.0,6007.0,0.0,0.0,0.0,0.0,0.0,0.0
203,18,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0
204,18,16.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0
205,18,0.0,0.0,21000.0,0.0,0.0,0.0,0.0,0.0,0.0
206,19,12.0,4334.0,4334.0,4334.0,21609.0,4334.0,10.0,13.0,4334.0
207,19,12.0,1922.0,1922.0,1922.0,21609.0,1922.0,10.0,13.0,1922.0
208,19,12.0,2159.0,2159.0,2159.0,21609.0,2159.0,10.0,13.0,2159.0
209,19,1.0,5582.0,3000.0,5582.0,0.0,1395.0,1.0,1.0,1395.0
210,19,0.0,0.0,2610.0,0.0,17217.0,0.0,0.0,0.0,0.0
211,19,0.0,0.0,1866.0,0.0,1.0,0.0,0.0,0.0,0.0
212,19,1.0,2619.0,3163.0,2619.0,0.0,0.0,0.0,0.0,0.0
213,19,0.0,0.0,54925.0,0.0,50000.0,40813.0,11.0,0.0,0.0
214,19,0.0,0.0,1336.0,0.0,1.0,0.0,15.0,0.0,0.0
215,19,1.0,0.0,231.0,0.0,0.0,0.0,4.0,0.0,0.0
216,19,1.0,0.0,3007.0,0.0,0.0,0.0,1.0,0.0,0.0
217,19,36.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
218,19,0.0,0.0,54925.0,0.0,50000.0,0.0,1.0,0.0,0.0
219,19,0.0,0.0,1758.0,0.0,0.0,0.0,2.0,0.0,0.0
220,20,1.0,3287.0,3287.0,3287.0,0.0,3287.0,11.0,13.0,3287.0
221,20,1.0,20272.0,20272.0,20272.0,20272.0,20272.0,7.0,13.0,20272.0
222,20,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
223,20,0.0,7724.0,7724.0,7724.0,0.0,7724.0,15.0,13.0,7724.0
224,20,0.0,1699.0,1699.0,1699.0,0.0,1699.0,4.0,0.0,0.0
225,20,0.0,0.0,20272.0,0.0,8500.0,0.0,0.0,0.0,0.0
226,21,16.0,0.0,6081.0,0.0,6081.0,0.0,0.0,0.0,0.0
227,21,16.0,0.0,9075.0,0.0,9075.0,0.0,0.0,0.0,0.0
228,21,16.0,0.0,13071.0,0.0,13071.0,0.0,0.0,0.0,0.0
229,21,10.0,0.0,4502.0,0.0,4502.0,0.0,6.0,1.0,502.0
230,21,16.0,0.0,20077.0,0.0,20077.0,0.0,3.0,3.0,1469.0
231,21,10.0,0.0,7197.0,0.0,0.0,0.0,0.0,0.0,0.0
232,21,10.0,1121.0,9004.0,6760.0,0.0,0.0,0.0,1.0,1121.0
233,21,20.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0
234,21,20.0,0.0,12500.0,0.0,0.0,0.0,4.0,2.0,1969.0
235,21,16.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0
236,21,16.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
237,21,16.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
238,21,16.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
239,21,16.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0
240,21,16.0,0.0,10000.0,0.0,0.0,0.0,1.0,1.0,89.0
241,21,16.0,0.0,9000.0,0.0,0.0,0.0,1.0,1.0,64.0
242,21,16.0,0.0,12000.0,0.0,0.0,0.0,2.0,1.0,280.0
243,21,16.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0
244,21,16.0,0.0,15000.0,0.0,0.0,0.0,2.0,1.0,60.0
245,21,16.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0
246,21,16.0,0.0,7000.0,0.0,0.0,0.0,1.0,1.0,42.0
247,21,16.0,706.0,9000.0,2629.0,0.0,2629.0,17.0,6.0,4141.0
248,21,16.0,0.0,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0
249,21,16.0,0.0,5000.0,0.0,0.0,0.0,2.0,3.0,707.0
250,21,11.0,0.0,5000.0,0.0,0.0,0.0,1.0,1.0,508.0
251,21,16.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
252,21,16.0,916.0,12500.0,7322.0,0.0,0.0,0.0,0.0,0.0
253,21,16.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0
254,21,16.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0
255,21,20.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0
256,21,16.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
257,21,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0
258,21,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0
259,21,0.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0
260,21,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0
261,21,70.0,0.0,1074.0,0.0,0.0,0.0,0.0,1.0,269.0
262,21,0.0,0.0,611.0,0.0,0.0,0.0,0.0,0.0,0.0
263,21,40.0,0.0,1811.0,0.0,0.0,0.0,0.0,0.0,0.0
264,21,50.0,0.0,7476.0,0.0,7476.0,0.0,0.0,7.0,898.0
265,21,52.0,1968.0,14508.0,8119.0,14508.0,1875.0,0.0,0.0,0.0
266,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,22,1.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,1100.0
268,22,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1100.0
269,22,0.0,0.0,1237.0,0.0,0.0,0.0,0.0,1.0,497.0
270,22,0.0,0.0,46271.0,44727.0,46271.0,0.0,0.0,0.0,0.0
271,22,0.0,1907.0,30409.0,28979.0,28000.0,0.0,0.0,0.0,0.0
272,22,0.0,0.0,1.0,1510.0,1.0,0.0,0.0,0.0,0.0
273,22,12.0,0.0,12943.0,0.0,12943.0,0.0,0.0,0.0,0.0
274,22,48.0,0.0,175920.0,0.0,175920.0,0.0,0.0,0.0,0.0
275,22,12.0,0.0,12943.0,0.0,12943.0,0.0,0.0,0.0,0.0
276,22,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0
277,22,0.0,0.0,1421.0,0.0,0.0,0.0,0.0,0.0,0.0
278,22,12.0,0.0,12943.0,0.0,0.0,0.0,0.0,0.0,0.0
279,23,78.0,0.0,19266.0,0.0,0.0,0.0,4.0,2.0,513.0
280,23,78.0,0.0,390.0,0.0,0.0,0.0,4.0,2.0,10.0
281,23,80.0,9484.0,19520.0,9484.0,0.0,9484.0,96.0,39.0,9484.0
282,23,80.0,195.0,400.0,195.0,0.0,195.0,96.0,39.0,195.0
283,23,12.0,3817.0,3817.0,3817.0,13146.0,3817.0,6.0,13.0,3817.0
284,23,12.0,4064.0,4064.0,4064.0,13146.0,4064.0,6.0,13.0,4064.0
285,23,18.0,0.0,10577.0,0.0,6309.0,0.0,0.0,0.0,0.0
286,23,18.0,10577.0,10577.0,10577.0,6309.0,10577.0,20.0,13.0,10577.0
287,23,1.0,21849.0,21849.0,21849.0,21849.0,21849.0,5.0,13.0,21849.0
288,23,1.0,1250.0,1000.0,1250.0,1000.0,1250.0,25.0,1.0,1250.0
289,23,0.0,4821.0,4821.0,4821.0,11478.0,4821.0,11.0,13.0,4821.0
290,23,0.0,0.0,7299.0,0.0,6400.0,9840.0,23.0,13.0,7299.0
291,23,0.0,180.0,180.0,180.0,0.0,180.0,95.0,84.0,180.0
292,23,0.0,3371.0,3371.0,3371.0,0.0,3370.0,11.0,9.0,3370.0
293,23,0.0,16151.0,19765.0,16151.0,13000.0,16151.0,0.0,0.0,0.0
294,23,0.0,9424.0,9424.0,9424.0,0.0,9424.0,0.0,0.0,0.0
295,23,0.0,9121.0,9121.0,9121.0,3014.0,9121.0,0.0,0.0,0.0
296,23,0.0,6969.0,6969.0,6969.0,10000.0,4971.0,0.0,0.0,0.0
297,23,60.0,1250.0,75000.0,81429.0,0.0,38022.0,0.0,0.0,0.0
298,23,120.0,639.0,23200.0,23169.0,23200.0,0.0,0.0,0.0,0.0
299,23,85.0,584.0,23200.0,0.0,20805.0,0.0,0.0,0.0,0.0
300,23,2.0,0.0,790.0,0.0,790.0,0.0,0.0,0.0,0.0
301,23,0.0,0.0,11160.0,0.0,0.0,21987.0,0.0,0.0,0.0
302,23,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,23,0.0,0.0,17397.0,0.0,15700.0,0.0,0.0,0.0,0.0
304,23,0.0,0.0,17397.0,0.0,15700.0,0.0,0.0,0.0,0.0
305,23,18.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
306,23,119.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0
307,24,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,13.0,1700.0
308,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,24,0.0,1863.0,26249.0,10920.0,19170.0,0.0,0.0,0.0,0.0
310,24,120.0,0.0,175159.0,0.0,150000.0,0.0,0.0,0.0,0.0
311,24,120.0,0.0,150000.0,0.0,150000.0,0.0,4.0,0.0,0.0
312,24,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0
313,24,0.0,0.0,45386.0,0.0,36500.0,31770.0,1.0,0.0,0.0
314,24,900.0,0.0,59900.0,0.0,10000.0,0.0,5.0,0.0,0.0
315,24,120.0,0.0,50000.0,0.0,50000.0,0.0,0.0,0.0,0.0
316,24,0.0,0.0,28404.0,0.0,34000.0,0.0,3.0,0.0,0.0
317,24,0.0,0.0,76382.0,0.0,1.0,40468.0,9.0,0.0,0.0
318,24,0.0,0.0,67227.0,0.0,1.0,50227.0,10.0,0.0,0.0
319,24,0.0,0.0,1395.0,0.0,0.0,0.0,14.0,0.0,0.0
320,24,0.0,0.0,45386.0,0.0,36500.0,0.0,8.0,0.0,0.0
321,24,0.0,0.0,99539.0,0.0,40000.0,0.0,8.0,0.0,0.0
322,24,0.0,0.0,1597.0,0.0,1300.0,0.0,15.0,0.0,0.0
323,24,0.0,0.0,5466.0,0.0,3510.0,2717.0,6.0,0.0,0.0
324,24,0.0,0.0,0.0,0.0,39000.0,0.0,0.0,0.0,0.0
325,24,0.0,0.0,47051.0,0.0,94648.0,0.0,0.0,0.0,0.0
326,24,0.0,0.0,28404.0,0.0,1.0,0.0,0.0,0.0,0.0
